1,14/2022,14-16/2022,2022-04-06 13:46:06,
1,14/2023,14-16/2023,2023-04-03 09:15:25,
1,14/2024,13-15/2024,2024-04-02 08:19:55,
1,14/2025,13-15/2025,2025-04-07 08:20:04,
1,15/2008,14-15/2008,2008-04-11 14:00:19,
1,15/2009,15-17/2009,2009-04-03 10:32:06,2009-04-03 10:53:17
1,15/2010,14-15/2010,2010-04-09 15:35:38,
1,15/2011,15-16/2011,2011-04-08 17:52:15,2011-04-08 17:52:47
1,15/2012,14-15/2012,2012-04-10 13:49:05,
1,15/2013,15-16/2013,2013-04-05 17:47:39,2013-04-05 17:52:44
1,15/2014,14-15/2014,2014-04-07 10:32:01,
1,15/2015,14-15/2015,2015-04-07 16:44:42,
1,15/2016,15-16/2016,2016-04-11 17:39:47,2016-04-11 17:43:38
1,15/2017,15-16/2017,2017-04-10 14:52:42,
1,15/2018,13-15/2018,2018-04-09 08:26:00,
1,15/2019,15-17/2019,2019-04-09 21:24:51,
1,15/2020,15-16/2020,2020-04-07 23:35:37,
1,15/2021,15-16/2021,2021-04-14 14:46:47,
1,15/2022,14-16/2022,2022-04-21 17:09:05,
1,15/2023,14-16/2023,2023-04-11 08:34:58,
1,15/2024,13-15/2024,2024-04-08 08:44:55,
1,15/2025,13-15/2025,2025-04-07 08:21:46,
1,16/2008,16-17/2008,2008-04-11 15:31:49,2008-04-11 15:32:31
1,16/2009,15-17/2009,2009-04-24 14:54:10,
1,16/2010,16-17/2010,2010-04-16 18:04:33,2010-04-16 18:35:31
1,16/2011,15-16/2011,2011-04-14 09:15:22,
1,16/2012,16-17/2012,2012-04-13 15:36:35,2012-04-13 15:44:58
1,16/2013,15-16/2013,2013-04-15 16:38:47,
1,16/2014,16-17/2014,2014-04-11 16:51:57,2014-04-11 17:01:03
1,16/2015,16-17/2015,2015-04-10 18:25:38,2015-04-10 18:32:49
1,16/2016,15-16/2016,2016-04-18 15:19:34,
1,16/2017,15-16/2017,2017-04-25 08:38:59,
1,16/2018,16-17/2018,2018-04-17 13:32:13,
1,16/2019,15-17/2019,2019-04-15 14:00:59,
1,16/2020,15-16/2020,2020-04-14 14:39:38,
1,16/2021,15-16/2021,2021-04-19 11:33:26,
1,16/2022,14-16/2022,2022-04-21 17:11:03,
1,16/2023,14-16/2023,2023-04-17 08:26:01,
1,16/2024,16-17/2024,2024-04-15 08:51:25,
1,16/2025,16-18/2025,2025-04-16 15:23:00,
1,17/2008,16-17/2008,2008-04-18 14:32:30,2008-04-21 17:00:39
1,17/2009,15-17/2009,2009-04-24 14:55:08,
1,17/2010,16-17/2010,2010-04-23 08:15:52,
1,17/2011,17-18/2011,2011-04-21 18:14:11,2011-04-21 18:14:22
1,17/2012,16-17/2012,2012-04-19 17:30:11,
1,17/2013,17-18/2013,2013-04-19 18:06:04,2013-04-19 18:11:35
1,17/2014,16-17/2014,2014-04-22 16:46:39,
1,17/2015,16-17/2015,2015-04-20 11:18:19,
1,17/2016,17-18/2016,2016-04-26 16:36:30,2016-04-26 17:16:10
1,17/2017,17-18/2017,2017-04-25 08:39:37,
1,17/2018,16-17/2018,2018-04-30 09:20:09,
1,17/2019,15-17/2019,2019-04-23 08:38:55,
1,17/2020,17-18/2020,2020-04-21 20:01:30,
1,17/2021,17-18/2021,2021-04-28 09:48:27,
1,17/2022,17-18/2022,2022-04-27 11:36:09,
1,17/2023,17-18/2023,2023-04-24 07:59:42,
1,17/2024,16-17/2024,2024-04-22 10:21:09,
1,17/2025,16-18/2025,2025-04-25 16:12:51,
1,18/2008,18-19/2008,2008-04-25 14:43:41,2008-04-25 14:44:33
1,18/2009,18-19/2009,2009-04-24 14:55:31,2009-04-24 14:57:06
1,18/2010,18-20/2010,2010-04-30 15:57:02,2010-04-30 15:57:20
1,18/2011,17-18/2011,2011-04-29 10:27:38,
1,18/2012,18-19/2012,2012-04-27 16:32:56,2012-04-27 16:53:43
1,18/2013,17-18/2013,2013-04-29 09:58:01,
1,18/2014,18-19/2014,2014-04-25 16:45:17,2014-04-25 17:07:45
1,18/2015,18-19/2015,2015-04-24 17:07:43,2015-04-24 17:14:31
1,18/2016,17-18/2016,2016-05-02 16:06:01,
1,18/2017,17-18/2017,2017-05-02 08:37:56,
1,18/2018,18-19/2018,2018-05-02 11:12:50,
1,18/2019,18-19/2019,2019-04-30 13:58:47,
1,18/2020,17-18/2020,2020-04-28 13:58:10,
1,18/2021,17-18/2021,2021-05-10 13:43:31,
1,18/2022,17-18/2022,2022-05-09 16:17:01,
1,18/2023,17-18/2023,2023-05-02 08:44:43,
1,18/2024,18-19/2024,2024-04-29 08:45:41,
1,18/2025,16-18/2025,2025-04-28 08:57:07,
1,19/2008,18-19/2008,2008-05-09 14:18:19,
1,19/2009,18-19/2009,2009-04-30 18:20:26,
1,19/2010,18-20/2010,2010-05-07 17:01:10,
1,19/2011,19-20/2011,2011-05-06 18:06:19,2011-05-06 18:08:10
1,19/2012,18-19/2012,2012-05-07 12:00:32,
1,19/2013,19-20/2013,2013-05-03 17:35:05,2013-05-03 17:44:00
1,19/2014,18-19/2014,2014-05-05 10:12:28,
1,19/2015,18-19/2015,2015-05-04 11:10:38,
1,19/2016,19/2016,2016-05-09 11:28:14,
1,19/2017,19-20/2017,2017-05-09 08:57:04,
1,19/2018,18-19/2018,2018-05-07 08:33:11,
1,19/2019,18-19/2019,2019-05-06 10:27:32,
1,19/2021,19-20/2021,2021-05-12 09:40:52,
1,19/2022,19-20/2022,2022-05-11 12:08:00,
1,19/2023,19-20/2023,2023-05-08 08:48:35,
1,19/2024,18-19/2024,2024-05-06 08:25:32,
1,19/2025,19-20/2025,2025-05-07 15:26:20,
1,20/2008,20-21/2008,2008-05-09 14:19:18,2008-05-09 14:19:55
1,20/2009,20-21/2009,2009-05-08 14:16:12,2009-05-08 14:16:46
1,20/2010,18-20/2010,2010-05-12 16:32:28,
1,20/2011,19-20/2011,2011-05-12 14:25:57,
1,20/2012,20-21/2012,2012-05-11 17:51:11,2012-05-11 17:51:49
1,20/2013,19-20/2013,2013-05-13 15:22:40,
1,20/2014,20-21/2014,2014-05-09 18:31:23,2014-05-09 18:48:52
1,20/2015,20-21/2015,2015-05-08 16:40:16,2015-05-08 16:46:36
1,20/2016,20-21/2016,2016-05-17 18:51:29,2016-05-17 18:55:06
1,20/2017,19-20/2017,2017-05-15 08:54:03,
1,20/2018,20-21/2018,2018-05-15 11:02:36,
1,20/2019,20-21/2019,2019-05-14 17:10:11,
1,20/2020,20-21/2020,2020-05-12 21:10:43,
1,20/2021,19-20/2021,2021-05-17 11:26:32,
1,20/2022,19-20/2022,2022-05-17 09:15:50,
1,20/2023,19-20/2023,2023-05-15 08:55:27,
1,20/2024,20-21/2024,2024-05-13 13:44:44,
1,20/2025,19-20/2025,2025-05-12 07:55:37,
1,21/2008,20-21/2008,2008-05-16 14:48:27,
1,21/2009,20-21/2009,2009-05-15 09:11:25,
1,21/2010,21-22/2010,2010-05-21 17:41:20,2010-05-21 17:41:45
1,21/2011,21-23/2011,2011-05-23 15:47:57,2011-05-23 15:48:40
1,21/2012,20-21/2012,2012-05-21 08:48:57,
1,21/2013,21-22/2013,2013-05-17 17:51:19,2013-05-17 17:53:47
1,21/2014,20-21/2014,2014-05-19 16:12:49,
1,21/2015,20-21/2015,2015-05-19 10:02:02,
1,21/2016,20-21/2016,2016-05-23 12:32:49,
1,21/2017,21-22/2017,2017-05-22 16:39:16,
1,21/2018,20-21/2018,2018-05-28 17:03:59,
1,21/2019,20-21/2019,2019-05-20 10:15:43,
1,21/2020,20-21/2020,2020-05-18 11:30:09,
1,21/2021,21-22/2021,2021-05-26 17:28:32,
1,21/2022,21-22/2022,2022-05-25 08:44:16,
1,21/2023,21-22/2023,2023-05-22 09:01:42,
1,21/2024,20-21/2024,2024-05-21 08:32:07,
1,21/2025,21-22/2025,2025-05-21 10:28:41,
1,22/2008,22-23/2008,2008-05-23 14:19:27,2008-05-23 14:19:55
1,22/2009,22-23/2009,2009-05-22 18:25:14,2009-05-22 18:29:19
1,22/2010,21-22/2010,2010-05-28 18:40:47,
1,22/2011,21-23/2011,2011-05-27 11:58:50,
1,22/2012,22-23/2012,2012-05-25 17:39:31,2012-05-25 17:42:58
1,22/2013,21-22/2013,2013-05-27 10:01:52,
1,22/2014,22-23/2014,2014-05-23 18:03:19,2014-05-23 19:11:34
1,22/2015,22-23/2015,2015-05-22 17:07:02,2015-05-22 18:21:34
1,22/2016,22-23/2016,2016-05-31 10:25:12,2016-05-31 10:29:49
1,22/2017,21-22/2017,2017-05-29 08:34:04,
1,22/2018,22-23/2018,2018-05-29 14:26:20,
1,22/2019,22-23/2019,2019-05-30 21:25:36,
1,22/2020,22-23/2020,2020-05-26 21:41:51,
1,22/2021,21-22/2021,2021-05-31 11:35:39,
1,22/2022,21-22/2022,2022-05-30 10:19:20,
1,22/2023,21-22/2023,2023-05-29 18:16:26,
1,22/2024,22-23/2024,2024-05-27 09:25:12,
1,22/2025,21-22/2025,2025-05-26 07:52:14,
1,23/2008,22-23/2008,2008-05-30 15:10:41,
1,23/2009,22-23/2009,2009-05-28 17:13:07,
1,23/2010,23-24/2010,2010-06-04 17:39:18,2010-06-04 17:39:34
1,23/2011,21-23/2011,2011-06-09 09:05:58,
1,23/2012,22-23/2012,2012-06-04 11:47:53,
1,23/2013,23-24/2013,2013-05-31 17:21:37,2013-05-31 17:43:45
1,23/2014,22-23/2014,2014-06-03 09:57:50,
1,23/2015,22-23/2015,2015-06-01 12:18:01,
1,23/2016,22-23/2016,2016-06-06 10:40:51,
1,23/2017,23-24/2017,2017-06-06 18:00:52,
1,23/2018,22-23/2018,2018-06-04 08:49:29,
1,23/2019,22-23/2019,2019-06-06 11:12:00,
1,23/2020,22-23/2020,2020-06-02 10:05:46,
1,23/2021,23-24/2021,2021-06-09 12:19:04,
1,23/2022,23-24/2022,2022-06-08 15:58:25,
1,23/2023,23-24/2023,2023-06-05 08:52:39,
1,23/2024,22-23/2024,2024-06-03 08:33:22,
1,23/2025,23-24/2025,2025-06-02 09:31:54,
1,24/2008,24-25/2008,2008-06-06 16:06:18,2008-06-06 16:07:58
1,24/2009,24-25/2009,2009-06-05 15:54:32,2009-06-05 15:55:00
1,24/2010,23-24/2010,2010-06-11 15:00:05,
1,24/2011,24-25/2011,2011-06-10 18:24:40,2011-06-10 18:27:48
1,24/2012,24-25/2012,2012-06-08 17:24:36,2012-06-08 17:28:33
1,24/2013,23-24/2013,2013-06-10 10:28:04,
1,24/2014,24-25/2014,2014-06-06 18:20:33,2014-06-06 18:34:30
1,24/2015,24-25/2015,2015-06-05 18:08:23,2015-06-05 18:14:43
1,24/2016,24-25/2016,2016-06-14 12:28:32,2016-06-14 12:47:55
1,24/2017,23-24/2017,2017-06-12 08:47:35,
1,24/2018,24-25/2018,2018-06-12 10:34:31,
1,24/2019,24-25/2019,2019-06-12 16:00:04,
1,24/2020,24-25/2020,2020-06-09 21:11:22,
1,24/2021,23-24/2021,2021-06-14 09:36:59,
1,24/2022,23-24/2022,2022-06-13 14:40:41,
1,24/2023,23-24/2023,2023-06-12 08:45:18,
1,24/2024,24-25/2024,2024-06-10 08:54:40,
1,24/2025,23-24/2025,2025-06-10 11:28:09,
1,25/2008,24-25/2008,2008-06-13 17:40:24,
1,25/2009,24-25/2009,2009-06-12 09:25:37,
1,25/2010,25-26/2010,2010-06-18 17:23:24,2010-06-18 17:26:19
1,25/2011,24-25/2011,2011-06-20 09:19:42,
1,25/2012,24-25/2012,2012-06-18 14:56:40,
1,25/2013,25-26/2013,2013-06-14 17:40:51,2013-06-14 17:42:13
1,25/2014,24-25/2014,2014-06-16 10:14:42,
1,25/2015,24-25/2015,2015-06-16 10:58:07,
1,25/2016,24-25/2016,2016-06-21 15:00:56,
1,25/2017,25-26/2017,2017-06-19 16:36:11,
1,25/2018,24-25/2018,2018-06-18 08:57:42,
1,25/2019,24-25/2019,2019-06-17 09:38:55,
1,25/2020,24-25/2020,2020-06-15 09:41:27,
1,25/2021,25-26/2021,2021-06-23 12:30:09,
1,25/2022,25-26/2022,2022-06-20 14:28:18,
1,25/2023,25-26/2023,2023-06-19 08:53:21,
1,25/2024,24-25/2024,2024-06-17 08:44:08,
1,25/2025,25-27/2025,2025-06-16 10:45:16,
1,26/2008,26-27/2008,2008-06-20 14:40:38,2008-06-20 14:41:15
1,26/2009,26-27/2009,2009-06-19 19:23:23,2009-06-19 19:23:35
1,26/2010,25-26/2010,2010-06-25 15:56:29,
1,26/2011,26-27/2011,2011-06-24 18:12:30,2011-06-24 18:21:55
1,26/2012,26-27/2012,2012-06-22 18:34:38,2012-06-22 18:35:18
